"Angehängt","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei oder eingeritzt, Text auf Einzel-BL, fol. 162r ohne Text-BL sehr unregelmäßig","42.0000","gelblich, etwas bräunlich","162-166","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen). Fol. 151r obere Zierinitiale nicht ausgeführt.","42022","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","21","leicht bis mittelstark durchgeschlagen, kaum Schäden","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 3-7 cm eingerückt.","Orceau, ""late Julius II"" (Dean 10)","ltf, mittleres kall. Niveau, sehr groß","300-315 (fol. 166r: 322)x430-435 (443-450) mm","1","hell- bis mittelbraun","hell- bis mittelbraun","hellbraun","hell- bis mittelbraun","Anker im Kreis mit Stern (ähnlich Briquet 478)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei oder eingeritzt, Text auf Einzel-BL","42.0000","gelblich, etwas bräunlich","167-169","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen). Fol. 151r obere Zierinitiale nicht ausgeführt.","42023","relativ stark, nach Restauration mit Kunstfasergewebe laminiert","rautenförmig, starker Strich","22","mittelstark durchgeschlagen, aber kaum Schäden","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 4-5 cm eingerückt.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, ziemlich fein","ca. 320x432 (440-445) mm","1","dunkelbraun","dunkelbraun","mittel- bis dunkelbraun","dunkelbraun","Berg mit drei Spitzen (ähnlich Briquet 11658); fol. 169 nicht zu erkennen","10 Pentagramme"
"Kodex","Papier, Format ?, echte Bifolia","Doppel-BL li-re 3-5 mm eingeritzt oder Blei, z.T. 3. BL für Einrückungen (überprüfen ???), Text auf Doppel-BL 6 mm","43.0000","gelblich-weiß","","Zu Anfang der Stücke üppige Kadellen ca. 10x10 cm mit Tintenzeichnungen, aquarellartig abgetönten, sehr plastisch ausgeführten Grotesken; ab fol. 86 etwas weniger elaboriert und etwas kleiner, immer noch schöne Kadellen, aber keine Zeichnungen/Grotesken mehr; Über Einrückungen, ab 110v zunehmened über Systemen (Notentext entsprechend eingerückt), oft weit links im Rand.","43001","relativ stark, deutliche vertikale ""Riffelung""","rautenförmig, rel. starker Strich, spitz, breite Schlüssel","1","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","Einzelrastral 26,5 mm","Fünfstimmenlayout 3+3+1-2/3+3+1-2, Abstand 5-7,5 cm, meist auf festem 9er-Raster, selten je nach Disposition abweichend, zahlreiche Leersysteme, zwischen den jeweils rechten BL rastriert, am Anfang von Stücken jeweils 2 Systeme jeder Stimme ca. 9 cm eingerückt, sonst meist 1 System jeder Stimme 1-3 cm. Ab Fol. 110v z.T. am Beginn der Stücke nicht eingerückt, Kadellen über Rastrierung.","Domenico Brancadoro","Antiqua, mäßiges Niveau, schlicht","280-300x450-470 mm","1","dunkelbraun","dunkelbraun","dunkelbraun","dunkelbraun","Knieende Heiligengestalt mit Kruzifix in Wappen (ähnl. 7628)","4-9 Pentagramme, Standard 7-8"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, keine Text-BL","44.0000","gelblich","2-9","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung, z.T auch nur kalligraphische Stimmenbezeichnung am Anfang oder in der Mitte des Systems; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen) oder Platz für Stimmenbezeichnung freigelassen.","44001","relativ stark, nicht laminiert","rautenförmig, starker Strich, kurzer Hals, ganze Note (Kopf und Hals) MUZ geneigt, teils sehr deutlich","1","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 5-7 cm eingerückt.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, ziemlich fein","ca. 320x432 (440-445) mm","1","dunkelbraun bis schwarz","dunkelbraun bis schwarz","mittelbraun, rot/grau","mittel- bis dunkelbraun","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, Text auf Einzel-BL eingeritzt","44.0000","gelblich","10-16","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung, z.T auch nur kalligraphische Stimmenbezeichnung am Anfang oder in der Mitte des Systems; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen) oder Platz für Stimmenbezeichnung freigelassen.","44002","relativ stark, nicht laminiert","rautenförmig, starker Strich, kurzer Hals, ganze Note (Kopf und Hals) MUZ geneigt, teils sehr deutlich","2","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 5,5-7,5 cm eingerückt.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, ziemlich fein; 14r, 15r-v deutlich feiner als der Rest, dünnerer Federstrich","ca. 320x432 (440-445) mm","1","dunkelbraun bis schwarz","dunkelbraun bis schwarz","mittelbraun, rot/grau","dunkelbraun bis schwarz","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, keine Text-BL","44.0000","gelblich","17-23","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung, z.T auch nur kalligraphische Stimmenbezeichnung am Anfang oder in der Mitte des Systems; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen) oder Platz für Stimmenbezeichnung freigelassen.","44003","relativ stark, nicht laminiert","rautenförmig, starker Strich, kurzer Hals, ganze Note (Kopf und Hals) MUZ geneigt, teils sehr deutlich; fol. 20, 23 etwas dünnere, längere Hälse","3","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen); fol. 20, 23 unbeschädigt, kaum durchgeschlagen","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 5,5-7,5 cm eingerückt.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, ziemlich fein; 20, 22v-23r deutlich breiterer Federstrich","ca. 320x432 (440-445) mm","1","mittelbraun, rötlich","dunkelbraun bis schwarz; fol. 20, 23 mittelbraun, rötlich","mittelbraun, rot/grau","dunkelbraun bis schwarz; fol. 20, 22v-23r mittelbraun, rötlich","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme; fol. 18v, 19r 11. Tg Lineal"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, keine Text-BL","44.0000","gelblich","24-29","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung, z.T auch nur kalligraphische Stimmenbezeichnung am Anfang oder in der Mitte des Systems; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen) oder Platz für Stimmenbezeichnung freigelassen.","44004","relativ stark, nicht laminiert","rautenförmig, starker Strich, kurzer Hals, ganze Note (Kopf und Hals) MUZ geneigt, teils sehr deutlich","4","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 6-8 cm eingerückt.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, klein und fein","ca. 315-320x432 (440-445) mm (fol. 24: 325/335 mm)","1","mittel- bis dunkelbraun, rot/grau","mittel- bis dunkelbraun, rot/grau","hellrotbraun","hellrotbraun","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme; fol. 24v, 26r: 11. Tg (Lineal)"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, Text auf Einzel-BL eingeritzt","44.0000","gelblich","30-36","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung, z.T auch nur kalligraphische Stimmenbezeichnung am Anfang oder in der Mitte des Systems; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen) oder Platz für Stimmenbezeichnung freigelassen.","44005","relativ stark, nicht laminiert","rautenförmig, starker Strich, kurzer Hals, ganze Note (Kopf und Hals) MUZ geneigt, teils sehr deutlich","5","unterschiedlich stark durchgeschlagen, z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 5,5-7,5 cm eingerückt.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, ziemlich fein","ca. 320x432 (440-445) mm","1","dunkelbraun bis schwarz","dunkelbraun bis schwarz","mittelbraun, rot/grau","dunkelbraun bis schwarz","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, Text auf Einzel-BL eingeritzt","44.0000","gelblich","37-43","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung, z.T auch nur kalligraphische Stimmenbezeichnung am Anfang oder in der Mitte des Systems; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen) oder Platz für Stimmenbezeichnung freigelassen.","44006","relativ stark, nicht laminiert","rautenförmig, starker Strich, relativ langer Hals, z.T. Note (Kopf und Hals) leicht MUZ geneigt","6","leicht bis mittelstark durchgeschlagen, kaum Schäden","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 6-8 cm eingerückt.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, ziemlich fein","ca. 317x430 (440-445) mm","1","mittel- bis dunkelbraun, rot/grau","mittel- bis dunkelbraun, rot/grau","mittelbraun, rot/grau","mittel- bis dunkelbraun, rot/grau","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme"
"Fragment","","Einzel-BL li-re Blei, keine Text-BL","44.0000","","44r","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung, z.T auch nur kalligraphische Stimmenbezeichnung am Anfang oder in der Mitte des Systems; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen) oder Platz für Stimmenbezeichnung freigelassen.","44007","","rautenförmig, starker Strich, relativ langer Hals, z.T. Note (Kopf und Hals) leicht MUZ geneigt","7a","unterschiedlich stark durchgeschlagen (im Schnitt etwas stärker als vorangegangenen KEs), z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","Doppelrastral 27/23 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 4-5 cm eingerückt.","Orceau, ""late Julius II"" (Dean 10)","ltf, mittleres kall. Niveau, ziemlich groß, starker Strich","","1","mittelbraun bis schwarz","hellorangebraun","hellorangebraun","hellorangebraun","","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, keine Text-BL","44.0000","gelblich","44-51","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","44008","relativ stark, nicht laminiert","rautenförmig, starker Strich, relativ langer Hals, z.T. Note (Kopf und Hals) leicht MUZ geneigt; Köpfe tendenziell gedrungen, nicht exakt rautenförmig","7","unterschiedlich stark durchgeschlagen (im Schnitt etwas stärker als vorangegangenen KEs), z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","Doppelrastral 27/23 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 4-5 cm eingerückt.","Orceau, ""late Julius II"" (Dean 9)","ltf, mittleres kall. Niveau, ziemlich groß, starker Strich","295-300x430-435 (440-448) mm","1","mittelbraun bis schwarz","dunkelbraun bis schwarz","hellorangebraun","dunkelbraun bis schwarz","Anker im Kreis mit Stern (ähnlich Briquet 478)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, keine Text-BL","44.0000","gelblich","52,60","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","44009","relativ stark, nicht laminiert","rautenförmig, starker Strich, relativ langer Hals, z.T. Note (Kopf und Hals) leicht MUZ geneigt; Köpfe tendenziell gedrungen, nicht exakt rautenförmig","8/1","unterschiedlich stark durchgeschlagen (im Schnitt etwas stärker als vorangegangenen KEs), z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","Doppelrastral 27/23 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 3,5-4 cm eingerückt; nicht sehr gleichmäßig/gerade/parallel.","Orceau, ""late Julius II"" (Dean 10, 7b)","ltf, mittleres kall. Niveau, ziemlich groß, starker Strich","295x428-435 (451) mm","1","dunkelbraun bis schwarz","dunkelbraun bis schwarz","hellorangebraun","dunkelbraun bis schwarz","Krone auf Säule (vgl. Briquet 4412)","10 Pentagramme"
"","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, Text auf Einzel-BL eingeritzt","44.0000","gelblich","53-59","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, einige Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","44010","relativ stark, nicht laminiert","rautenförmig, starker Strich, relativ langer Hals, z.T. Note (Kopf und Hals) leicht MUZ geneigt","8/2","leicht bis mittelstark durchgeschlagen, kaum Schäden","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 4-7 cm eingerückt.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, klein und fein","315-317x418-422 (435-437) mm","1","dunkelbraun bis schwarz","dunkelbraun bis schwarz","hell- bis mittelbraun, rot/grau","mittelbraun, rot/grau","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, Text auf Einzel-BL eingeritzt","44.0000","gelblich","61-73","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","44011","relativ stark, nicht laminiert","rautenförmig, starker Strich, unterschiedlich langer Hals, z.T. Note (Kopf und Hals) leicht MUZ geneigt","9","unterschiedlich stark durchgeschlagen (im Schnitt etwas stärker als vorangegangenen KEs), z.T. erheblich beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 8-10 (fol. 61-68) / 6-8 (fol. 69-73) cm eingerückt.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, klein und fein","ca. 317x430 (440-445) mm","1","mittelorangebraun","dunkelbraun bis schwarz","hell- bis mittelbraun, rot/grau","mittelorangebraun","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme; fol. 71v 11. Tg (mit Lineal?)"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, keine Text-BL","44.0000","gelblich","74-75, 80-83","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","44012","relativ stark, nicht laminiert","rautenförmig, starker Strich, relativ langer Hals, z.T. Note (Kopf und Hals) leicht MUZ geneigt","10/1","unterschiedlich stark durchgeschlagen (im Schnitt etwas stärker als vorangegangenen KEs), z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","Doppelrastral 27/23 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 2,5-3 cm eingerückt.","Orceau, ""late Julius II"" (Dean 10)","ltf, mittleres kall. Niveau, ziemlich groß, starker Strich, eher grob","313-315x439-442 (459) mm","1","dunkelbraun bis schwarz","dunkelbraun bis schwarz","hellrotbraun","dunkelbraun bis schwarz","Anker im Kreis mit Stern (ähnlich Briquet 478)","10 Pentagramme"
"","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, keine Text-BL","44.0000","gelblich","76-79, 84-85","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken, zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","44013","relativ stark, nicht laminiert","rautenförmig, starker Strich, kurzer Hals, nicht geneigt (wenn überhaupt, dann GUZ)","10/2","leicht bis mittelstark durchgeschlagen, kaum Schäden","Einzelrastral 24 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 8-10 cm eingerückt.","Orceau, ""middle Julius II"" (Sherr), Dean 4","ltf, mittleres kall. Niveau, klein und fein","ca. 317x430 (440-445) mm","1","mittel- bis dunkelbraun, rot/grau","dunkelbraun bis schwarz","hell- bis mittelbraun, rot/grau","mittelbraun, rot/grau","Berg mit drei Spitzen (ähnlich Briquet 11658)","10 Pentagramme"
"Angefügtes Einzelblatt","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, keine Text-BL","44.0000","gelblich","86","üppig verzierte Kadelle mit Tintenzeichnungen, Blattornamentik, zu Beginn des Lesefelds auf fol. 86v, über 2 Systeme in Einrückungen, 87r Einrückung freihändig nachrastriert, keine Initiale, Unterstimmen keine Aussparung, mäßig kalligraphische Stimmbezeichnungen links im Rand.","44014","relativ stark, nicht laminiert","rautenförmig, starker Strich, relativ langer Hals, z.T. Note (Kopf und Hals) leicht MUZ geneigt","11/1","unterschiedlich stark durchgeschlagen (im Schnitt etwas stärker als vorangegangenen KEs), z.T. beschädigt (Papier brüchig, entlang der Notenlinien durchgebrochen, Notenköpfe herausgefallen)","Doppelrastral 27/23 mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 2,5-3 cm eingerückt.","Orceau, ""late Julius II"" (Dean 10)","ltf, mittleres kall. Niveau, ziemlich groß, starker Strich, eher grob","315x443 (453) mm","1","dunkelbraun bis schwarz","dunkelbraun bis schwarz","mittelrotbraun","dunkelbraun bis schwarz","Anker im Kreis mit Stern (ähnlich Briquet 478)","10 Pentagramme"
"Isoliert","Papier, Carta reale, jeweils 2 Blätter mit Papier- oder Pergamentstreifen zu Bifolium zusammengefügt (Knickspuren in Blattmitte noch zu sehen)","Einzel-BL li-re Blei, Text auf Einzel-BL","44.0000","gelblich","87-102","üppig verzierte Kadellen mit Tintenzeichnungen, Blattornamentik, Grotesken (mit Tiermotivik), zu Beginn jedes Lesefelds, oben über 2 Systeme in Einrückungen, auf der unteren Seitenhälfte meist nur über 1 System über Rastrierung; Initialen nach Noten eingetragen (nach Einrückungen Notenbeginn immer direkt am Systembeginn, ggf. Kadellen über und zwischen Notentext; unten gleichbleibende Einrückung des Notentextes (auf variierenden Systemen).","44015","relativ stark, nicht laminiert","rautenförmig, starker Strich, unterschiedlich langer Hals, kaum Neigung","11","leicht bis mittelstark durchgeschlagen, kaum Schäden","Doppelrastral 25* mm","regelmäßig durchrastriert, ggf. Systeme leergelassen, die obersten 2 Systeme auf jeder Seite ca. 4-6 cm eingerückt.","Orceau, ""late Julius II"" (Dean 10)","ltf, mittleres kall. Niveau","ca. 305-310x430-435 (444-450) mm (Breite allerdings bis 295 und 322 mm abweichend)","1","mittel- bis dunkelbraun, nach hinten zu heller, selber Rotton wie Rastrierung","mittel- bis dunkelbraun, nach hinten zu heller, selber Rotton wie Rastrierung","hell- bis mittelrotbraun","mittelbraun, nach hinten zu heller, selber Rotton wie Rastrierung","Anker im Kreis mit Stern (ähnlich Briquet 478)","10 Pentagramme; fol. 87r: 11. Tg freihändig"
"Nachtrag","","Einzel-BL li-re Blei, keine Text-BL","44.0000","","102v","nicht ausgeführt","44016","","rautenförmig, starker Strich, relativ langer Hals, z.T. Note (Kopf und Hals) leicht MUZ geneigt","11n","","","","Orceau, ""late Julius II"" (Dean 10)","ltf, mittleres kall. Niveau","","1","","schwarz","","schwarz","",""
"Tabula","Pergament","","45.0000","gelblich-weiß, an den Rändern ziemlich fleckig","2","","45001","relativ dünn","","01","","","","","","","","","","","","",""
